,inputs,targets,predictions
3016,senchi,செஞ்சி,செஞ்சி
3017,senjchi,செஞ்சி,செஞ்சி
3018,senji,செஞ்சி,சென்னி
3019,centar,சென்டர்,சென்டர்
3020,center,சென்டர்,சென்ட்ர்
3021,centre,சென்டர்,சென்றி
3022,saentar,சென்டர்,சென்றார்
3023,sentar,சென்டர்,சென்றா
3024,centi,சென்டி,சென்டி
3025,senti,சென்டி,செந்தி
3026,caent,சென்ட்,சென்ட்
3027,cent,சென்ட்,சந்த்
3028,scent,சென்ட்,சேவில்
3029,send,சென்ட்,செண்ட்
3030,sent,சென்ட்,செந்த்
3031,jeppelin,செப்பெலின்,ஜெப்பேலின்
3032,zepelin,செப்பெலின்,ஜெய்பிலின்
3033,zeppelin,செப்பெலின்,ஜெப்பேலின்
3034,seyarpaadu,செயற்பாடு,செயற்பாடு
3035,seyarpadu,செயற்பாடு,செயற்படு
3036,seyarpaadugalin,செயற்பாடுகளின்,செயற்பாடுகளின்
3037,seyarpaadugalilum,செயற்பாடுகளிலும்,செயற்படுகளையும்
3038,seyarpadugalilum,செயற்பாடுகளிலும்,செயற்படுகிறது
3039,seyarpaadugalil,செயற்பாடுகளில்,செயற்படுகளைத்
3040,seyarpaadugalukkaana,செயற்பாடுகளுக்கான,செயற்பாடுகளுக்கான
3041,seyarpaadugalukku,செயற்பாடுகளுக்கு,செயற்பாடுகளுக்கு
3042,seyarpaadugalum,செயற்பாடுகளும்,செயற்பாடுகளும்
3043,seyarpadugalum,செயற்பாடுகளும்,செயற்படுகளும்
3044,seyarpaadugalai,செயற்பாடுகளை,செயற்பாடுகளை
3045,seyarpaadugalaik,செயற்பாடுகளைக்,செயற்பாடுகளைக்
3046,seyarpadugalaik,செயற்பாடுகளைக்,செயற்படுகையல்
3047,seyarpaadugalaiyum,செயற்பாடுகளையும்,செயற்படுகையுடன்
3048,seyarpadugalaiyum,செயற்பாடுகளையும்,செயற்படுகளையும்
3049,seyalaatra,செயலாற்ற,செயலாற்ற
3050,seyalaattra,செயலாற்ற,செயலாற்ற
3051,seyalatra,செயலாற்ற,செயலற்ற
3052,seyalilandhdhu,செயலிழந்து,செயலில்லத்து
3053,seyalilanthu,செயலிழந்து,செயலிலுள்ள
3054,seyalizhandhdhu,செயலிழந்து,செயலிழந்து
3055,seyalizhandhu,செயலிழந்து,செயலிழந்து
3056,seyalizhandu,செயலிழந்து,செயலிழுவல்
3057,seyalukkaaga,செயலுக்காக,செயலுக்காக
3058,seyalukkaga,செயலுக்காக,செயலுக்காக
3059,seyalpadaatha,செயல்படாத,செயல்பாட்டா
3060,seyalpadadha,செயல்படாத,செயல்பட்டா
3061,seyalpadatha,செயல்படாத,செயல்பட்டா
3062,seyalpatatha,செயல்படாத,செயல்பட்டா
3063,seyalpadudhal,செயல்படுதல்,செயல்படுத்தல்
3064,seyalpaduthal,செயல்படுதல்,செயல்படுத்தல்
3065,cheyalpadum,செயல்படும்,செயல்படும்
3066,seyalpadum,செயல்படும்,செயல்படும்
3067,seyalpatum,செயல்படும்,செயல்படும்
3068,cheyalpatumpoothu,செயல்படும்போது,செயல்பாப்டுப்புகள்
3069,cheyalpatumpothu,செயல்படும்போது,செயல்பாப்டுப்புச்
3070,seyalpadumpoathu,செயல்படும்போது,செயல்பப்படுக்று
3071,seyalpadumpodhu,செயல்படும்போது,செயல்பப்படுக்பு
3072,seyalpadumpothu,செயல்படும்போது,செயல்பப்படுக்பு
3073,seyalpatumpoothu,செயல்படும்போது,செயல்பப்படுக்பு
3074,cheyalpaduvathu,செயல்படுவது,செயல்படுவது
3075,seyalpaduvadhu,செயல்படுவது,செயல்படுவது
3076,seyalpaduvathu,செயல்படுவது,செயல்படுவது
3077,seyalpatuvathu,செயல்படுவது,செயல்படுவது
3078,cheyalmuraikalai,செயல்முறைகளை,செயல்முறைகளை
3079,seyalmuraigalai,செயல்முறைகளை,செயல்முறைகளை
3080,seyalmuraikalai,செயல்முறைகளை,செயற்றுக்கியவை
3081,cheyalmuraikal,செயல்முறைகள்,செயல்முறைகள்
3082,seyalmuraigal,செயல்முறைகள்,செயல்முறைகள்
3083,seyalmuraikal,செயல்முறைகள்,செயல்முறைகள்
3084,cheyalmuraikku,செயல்முறைக்கு,செயல்மொழுக்கை
3085,cheyalmuraiku,செயல்முறைக்கு,செயல்முறைக்கு
3086,seyalmuraikku,செயல்முறைக்கு,செயல்முறைக்கு
3087,cheyalmuraiyil,செயல்முறையில்,செயல்மொழியில்
3088,seyalmuraiyil,செயல்முறையில்,செயல்முறையில்
3089,cheyalmuraiyai,செயல்முறையை,செயற்றுக்கையை
3090,seyalmuraiyai,செயல்முறையை,செயற்றுகையை
3091,cheyint,செயிண்ட்,செய்ந்தி
3092,saent,செயிண்ட்,செந்த்
3093,saint,செயிண்ட்,செந்தி
3094,saintt,செயிண்ட்,செவ்லிட்
3095,seint,செயிண்ட்,செந்தி
3096,sent,செயிண்ட்,செந்த்
3097,sentt,செயிண்ட்,சந்த்
3098,seyint,செயிண்ட்,செய்ந்தி
3099,chain,செயின்,சென்
3100,chayn,செயின்,சென்
3101,chein,செயின்,சீன்
3102,cheinn,செயின்,சீன்
3103,chen,செயின்,சீன்
3104,cheyin,செயின்,சீன்
3105,cheyn,செயின்,சீன்
3106,cheynn,செயின்,சீன்
3107,seyin,செயின்,செய்யின்
3108,seithathin,செய்ததின்,செய்ததின்
3109,cheythamaiyaal,செய்தமையால்,செய்யாமிடாய
3110,cheythamaiyal,செய்தமையால்,செய்யாமிட்டை
3111,seidhamaiyaal,செய்தமையால்,செய்யாமையால்
3112,seithamaiaal,செய்தமையால்,செய்யாமைய
3113,seithamaiyaal,செய்தமையால்,செய்யாமையால்
3114,seythamaiyaal,செய்தமையால்,செய்யாமிடாய
3115,cheythavarukku,செய்தவருக்கு,செய்தவருக்கு
3116,cheythavaruku,செய்தவருக்கு,செய்தவருக்கு
3117,seidhavarukku,செய்தவருக்கு,செய்தவருக்கு
3118,seithavarukku,செய்தவருக்கு,செய்தவருக்கு
3119,seythavarukku,செய்தவருக்கு,செய்தவருக்கு
3120,seidhullaargal,செய்துள்ளார்கள்,செய்துள்ளார்கள்
3121,seithullaargal,செய்துள்ளார்கள்,செய்துள்ளார்கள்
3122,seithullaarkal,செய்துள்ளார்கள்,செய்துள்ளார்கள்
3123,seibavar,செய்பவர்,செய்பவர்
3124,shipper,செய்பவர்,சிப்பர்
3125,siper,செய்பவர்,சிப்பர்
3126,sippar,செய்பவர்,சிப்பர்
3127,sipper,செய்பவர்,சிப்பர்
3128,seibavargalae,செய்பவர்களே,செய்பவர்களே
3129,seibavargale,செய்பவர்களே,செய்பவர்கள்
3130,seibavarkale,செய்பவர்களே,செய்பவர்கள்
3131,seibavargal,செய்பவர்கள்,செய்பவர்கள்
3132,seibavarkal,செய்பவர்கள்,செய்பவர்கள்
3133,seimadhi,செய்மதி,செய்மாதி
3134,seimathi,செய்மதி,செய்மதி
3135,seiyappatta,செய்யப்பட்ட,செய்யப்பட்ட
3136,seiyyappatta,செய்யப்பட்ட,செய்யப்பட்ட
3137,seiyappattathaaga,செய்யப்பட்டதாக,செய்யப்பட்டதாக
3138,seiyappattathaaka,செய்யப்பட்டதாக,செய்யப்பட்டதாக
3139,seiyyappattadhaaga,செய்யப்பட்டதாக,செய்யப்பட்டதாக
3140,seiyyappattathaaka,செய்யப்பட்டதாக,செய்யப்பட்டதாக
3141,seiyappattathu,செய்யப்பட்டது,செய்யப்பட்டது
3142,seiyyappattadhu,செய்யப்பட்டது,செய்யப்பட்டது
3143,seiyyappattathu,செய்யப்பட்டது,செய்யப்பட்டது
3144,seiyappattathum,செய்யப்பட்டதும்,செய்யப்பட்டதும்
3145,seiyyappattadhum,செய்யப்பட்டதும்,செய்யப்பட்டதும்
3146,seiyyappattathum,செய்யப்பட்டதும்,செய்யப்பட்டதும்
3147,seiyappattanar,செய்யப்பட்டனர்,செய்யப்பட்டனர்
3148,seiyyappattanar,செய்யப்பட்டனர்,செய்யப்பட்டனர்
3149,seiyappattapoothu,செய்யப்பட்டபோது,செய்யப்படுத்து
3150,seiyappattapothu,செய்யப்பட்டபோது,செய்யப்படுத்தப்
3151,seiyyappattapodhu,செய்யப்பட்டபோது,செய்யப்படுத்தப்
3152,seiyyappattapothu,செய்யப்பட்டபோது,செய்யப்படுத்தப்
3153,seiyappattavudan,செய்யப்பட்டவுடன்,செய்யப்பட்டவர்கள்
3154,seiyyappattavudan,செய்யப்பட்டவுடன்,செய்யப்பட்டவுடன்
3155,seiyappattavai,செய்யப்பட்டவை,செய்யப்பட்டவை
3156,seyyappattavai,செய்யப்பட்டவை,செய்யப்பட்டவை
3157,seiyappattaan,செய்யப்பட்டான்,செய்யப்பட்டான்
3158,seiyappattan,செய்யப்பட்டான்,செய்யப்பட்டன
3159,seyyappattan,செய்யப்பட்டான்,செய்யப்பட்டன
3160,seiyappattaar,செய்யப்பட்டார்,செய்யப்பட்டார்
3161,seiyappattar,செய்யப்பட்டார்,செய்யப்பட்டார்
3162,seyyappattar,செய்யப்பட்டார்,செய்யப்பட்டார்
3163,seiyappattaalum,செய்யப்பட்டாலும்,செய்யப்பட்டாலும்
3164,seiyappattalum,செய்யப்பட்டாலும்,செய்யப்பட்டுள்ள
3165,seyyappattalum,செய்யப்பட்டாலும்,செய்யப்பட்டுள்ள
3166,seiyappattirundha,செய்யப்பட்டிருந்த,செய்யப்பட்டிருந்த
3167,seiyappattiruntha,செய்யப்பட்டிருந்த,செய்யப்பட்டிருந்த
3168,seyyappattiruntha,செய்யப்பட்டிருந்த,செய்யப்பட்டிருந்த
3169,cheyyappattu,செய்யப்பட்டு,செய்யப்பட்டு
3170,seiyappattu,செய்யப்பட்டு,செய்யப்பட்டு
3171,seiyyappattu,செய்யப்பட்டு,செய்யப்பட்டு
3172,seyyappattu,செய்யப்பட்டு,செய்யப்பட்டு
3173,seiyappattullaar,செய்யப்பட்டுள்ளார்,செய்யப்பட்டுள்ளார்
3174,seiyappattullar,செய்யப்பட்டுள்ளார்,செய்யப்பட்டுள்ளார்
3175,seyyappattullar,செய்யப்பட்டுள்ளார்,செய்யப்பட்டுள்ளார்
3176,seiyul,செய்யுள்,சீபில்
3177,seyyul,செய்யுள்,செய்யுள்
3178,seiyulgal,செய்யுள்கள்,செய்யுள்கள்
3179,seyyulgal,செய்யுள்கள்,செய்யுள்கள்
3180,seyyulkal,செய்யுள்கள்,செய்யுள்கள்
3181,cherbiya,செர்பியா,செற்பிய
3182,cherbiyaa,செர்பியா,செற்பியா
3183,sarbbiis,செர்பியா,சார்ப்சி
3184,sarbia,செர்பியா,சார்பியா
3185,sarbiya,செர்பியா,சார்பியா
3186,serbbiis,செர்பியா,சார்ப்பிஸ்
3187,serbia,செர்பியா,செருட்
3188,serbiia,செர்பியா,செருடியா
3189,serbiis,செர்பியா,சார்த்திய
3190,serbiya,செர்பியா,செருடியா
3191,serbiyaa,செர்பியா,செற்பியா
3192,cherinthu,செறிந்து,செரிந்து
3193,serindhu,செறிந்து,செறிந்து
3194,serinthu,செறிந்து,செறிந்து
3195,chelavidum,செலவிடும்,செலவிடும்
3196,selavidum,செலவிடும்,செலவிடும்
3197,cheluthinar,செலுத்தினர்,செலுத்தினர்
3198,chelutthinar,செலுத்தினர்,செலுத்தினர்
3199,seluthinar,செலுத்தினர்,செலுத்தினர்
3200,seluththinar,செலுத்தினர்,செலுத்தினர்
3201,selutthinar,செலுத்தினர்,செலுத்தினர்
3202,sevvaai,செவ்வாய்,சேவாவை
3203,sevvaaik,செவ்வாய்க்,சேவவை
3204,segariththu,சேகரித்து,செய்மைந்துத்
3205,sekariththu,சேகரித்து,சேகரித்து
3206,segarippadhil,சேகரிப்பதில்,செய்மலிப்பதில்
3207,sekarippathil,சேகரிப்பதில்,சேகரிப்பதில்
3208,segarippadhu,சேகரிப்பது,சேகரிப்பது
3209,sekarippathu,சேகரிப்பது,சேகரிப்பது
3210,segarippu,சேகரிப்பு,சீகரிப்பு
3211,sekarippu,சேகரிப்பு,சீகரிப்பு
3212,segaripputh,சேகரிப்புத்,சீகரிப்புத்
3213,sekaripputh,சேகரிப்புத்,சேகரிப்புத்
3214,chaethamadainththa,சேதமடைந்த,செயாற்றைத்தன்
3215,saethamadainththa,சேதமடைந்த,செயாற்றைத்தவின்
3216,sedhamadaindha,சேதமடைந்த,செயாவரையில்
3217,sethamadaindha,சேதமடைந்த,செயார்வத்தின
3218,chaethamadainththu,சேதமடைந்தது,செயார்த்துவிட்டது
3219,saethamadainththu,சேதமடைந்தது,செயார்வத்தில்லை
3220,sedhamadaindhu,சேதமடைந்தது,செயாவரைத்து
3221,sethamadaindhathu,சேதமடைந்தது,செயார்வைத்துள்ள
3222,chaethamadainththana,சேதமடைந்தன,செயாத்துமானத்தை
3223,saethamadainththana,சேதமடைந்தன,செயாத்மைப்பட்டுவன்
3224,sedhamadaindhana,சேதமடைந்தன,செயார்வத்தினான
3225,sethamadaindhana,சேதமடைந்தன,செயார்வத்தினான
3226,saei,சேய்,சாய்
3227,saey,சேய்,சேவி
3228,sei,சேய்,சீ
3229,sey,சேய்,சீ
3230,cheralaathan,சேரலாதன்,சேரளத்தான
3231,saeralaathan,சேரலாதன்,சேரளத்தான
3232,saeralathan,சேரலாதன்,சேரளத்தான
3233,seralathan,சேரலாதன்,சேரளத்தான
3234,chairil,சேரில்,செரில்
3235,saeril,சேரில்,சேரில்
3236,saerkkai,சேர்க்கை,சேர்க்கை
3237,serkkai,சேர்க்கை,சேர்க்கை
3238,saerkkaigal,சேர்க்கைகள்,சேர்க்கைகள்
3239,serkkaikal,சேர்க்கைகள்,சேர்க்கைகள்
3240,saerkkaiyaal,சேர்க்கையால்,சேர்கையாக
3241,serkkaiaal,சேர்க்கையால்,சேர்க்கையால்
3242,serkkaiyaal,சேர்க்கையால்,சேர்க்கையால்
3243,saerkkaiyin,சேர்க்கையின்,சேர்கையின்
3244,serkkaiin,சேர்க்கையின்,சேர்கைகின்
3245,serkkaiyin,சேர்க்கையின்,சேர்கையின்
3246,saertkkiyai,சேர்க்கையை,சேர்வியை
3247,serkaiai,சேர்க்கையை,சேர்கையை
3248,serkkaiyai,சேர்க்கையை,சேர்க்கையை
3249,saerththuch,சேர்த்துச்,சேர்த்துச்
3250,serththuch,சேர்த்துச்,சேர்த்துச்
3251,saerththum,சேர்த்தும்,சேர்த்தும்
3252,serththum,சேர்த்தும்,சேர்த்தும்
3253,saernthu,சேர்ந்து,சேர்ந்து
3254,serndhu,சேர்ந்து,சேர்ந்து
3255,sernthu,சேர்ந்து,சேர்ந்து
3256,saigai,சைகை,சைக்கை
3257,syigyi,சைகை,சிக்கி
3258,saigaigal,சைகைகள்,சேசைகள்
3259,saigaikal,சைகைகள்,சேசைகள்
3260,saikaigal,சைகைகள்,சேசைகள்
3261,saikaikal,சைகைகள்,சேசைகள்
3262,cybe,சைப்,கிப்
3263,cype,சைப்,கிப்டோ
3264,saip,சைப்,சைப்
3265,sybe,சைப்,சிப்லோ
3266,sype,சைப்,சிப்பா
3267,saaiman,சைமன்,சாமன்
3268,seiman,சைமன்,சீமன்
3269,simon,சைமன்,சீமான்
3270,symon,சைமன்,சீமான்
3271,sailaja,சைலஜா,செயலா
3272,sailajaa,சைலஜா,செயலாம்
3273,shailaja,சைலஜா,செயலா
3274,cittanta,சைவ,கிட்டன
3275,siththaantha,சைவ,சித்தாந்த
3276,siththandha,சைவ,சித்தந்த
3277,saivak,சைவக்,சைவக்
3278,saivath,சைவத்,சைவத்
3279,pirakaasa,சைவப்,பிறகாச
3280,pirakaca,சைவப்,பிறகாக
3281,saivam,சைவம்,சைவம்
3282,saivargal,சைவர்கள்,சைவர்கள்
3283,saivarkal,சைவர்கள்,சைவர்கள்
3284,sothai,சொத்தை,சோதை
3285,soththai,சொத்தை,சோத்தை
3286,sonthamaa,சொந்தமா,சொந்தமா
3287,chollukkaana,சொல்லுக்கான,சொல்லுக்கான
3288,cholukana,சொல்லுக்கான,சொல்லமான்
3289,sollukkaana,சொல்லுக்கான,சொல்லுக்கான
3290,chollukku,சொல்லுக்கு,சொல்லுக்கு
3291,choluku,சொல்லுக்கு,சொழுகு
3292,sollukku,சொல்லுக்கு,சொல்லுக்கு
3293,chollunkal,சொல்லுங்கள்,சொல்லுங்கள்
3294,cholunkal,சொல்லுங்கள்,சொல்லுங்கள்
3295,sollungkal,சொல்லுங்கள்,சொல்லுங்கள்
3296,sollunkal,சொல்லுங்கள்,சொல்லுங்கள்
3297,cholludan,சொல்லுடன்,சொல்லுடன்
3298,chollutan,சொல்லுடன்,சொல்லுடன்
3299,choludan,சொல்லுடன்,சொல்லோவன்
3300,solludan,சொல்லுடன்,சொல்லுடன்
3301,solvadhaga,சொல்வதாக,சொல்வதாக
3302,solvathaaga,சொல்வதாக,சொல்வதாக
3303,solvathaaka,சொல்வதாக,சொல்வதாக
3304,solvathaga,சொல்வதாக,சொல்வதாக
3305,cholvathu,சொல்வது,சொல்வது
3306,solvadhu,சொல்வது,சொல்வது
3307,solvathu,சொல்வது,சொல்வது
3308,solvavathu,சொல்வது,சொல்வதாக்பு
3309,cholvathenraal,சொல்வதென்றால்,சொல்வதற்தின
3310,solvadhenral,சொல்வதென்றால்,சொல்வதற்ளின்
3311,solvathenraal,சொல்வதென்றால்,சொல்வதற்தின
3312,solvathenral,சொல்வதென்றால்,சொல்வதற்ளின்
3313,solvathentraal,சொல்வதென்றால்,சொல்வத்தினர்ல்
3314,cholvathai,சொல்வதை,சொல்வதை
3315,solvadhai,சொல்வதை,சொல்வதை
3316,solvathai,சொல்வதை,சொல்வதை
3317,soasalisa,சோசலிச,சோசலிச்
3318,socialisa,சோசலிச,சோசியல்ஸ்
3319,sosalisa,சோசலிச,சோசலிசா
3320,choathikkum,சோதிக்கும்,சோதிக்கும்
3321,soathikkum,சோதிக்கும்,சோதிக்கும்
3322,sothikkum,சோதிக்கும்,சொத்திக்கும்
3323,choazhapuram,சோழபுரம்,சொழப்புறம்
3324,cholapuram,சோழபுரம்,சொல்லபுரம்
3325,chozhapuram,சோழபுரம்,சொழப்புறம்
3326,soazhapuram,சோழபுரம்,சோழபுரம்
3327,solapuram,சோழபுரம்,சொழப்புறம்
3328,sozhapuram,சோழபுரம்,சொழப்புறம்
3329,choazhar,சோழர்,சோழர்
3330,cholar,சோழர்,சோழர்
3331,chozhar,சோழர்,சோழர்
3332,soazhar,சோழர்,சோழர்
3333,sozhar,சோழர்,சோழர்
3334,choazharkalin,சோழர்களின்,சோழர்களின்
3335,cholarkalin,சோழர்களின்,சொல்லாம்லாலி
3336,chozhargalin,சோழர்களின்,சொழிர்களின்
3337,soazharkalin,சோழர்களின்,சோழர்களின்
3338,solarkalin,சோழர்களின்,சொல்லாம்லாலி
3339,sozharkalin,சோழர்களின்,சொழற்களின்
3340,choazharkalukku,சோழர்களுக்கு,சொழர்களுக்கு
3341,chozhargalukku,சோழர்களுக்கு,சொழற்குவிகோள்
3342,soazhargalukku,சோழர்களுக்கு,சோழர்களுக்கு
3343,soazharkalukku,சோழர்களுக்கு,சோழர்களுக்கு
3344,solarkalukku,சோழர்களுக்கு,சொலர்களுக்கு
3345,sozharkalukku,சோழர்களுக்கு,சொழற்குக்குச்
3346,choazharkal,சோழர்கள்,சொழற்கள்
3347,cholargal,சோழர்கள்,சொல்லாம்
3348,chozhargal,சோழர்கள்,சொழற்கள்
3349,soazhargal,சோழர்கள்,சோழர்கள்
3350,soazharkal,சோழர்கள்,சோழர்கள்
3351,solarkal,சோழர்கள்,சொல்லாம்
3352,sozharkal,சோழர்கள்,சொழற்கள்
3353,choudhri,சௌத்ரி,சூரி
3354,chowdhri,சௌத்ரி,சோத்திரி
3355,chowdhry,சௌத்ரி,சோத்தில்
3356,chowthri,சௌத்ரி,சோத்திரி
3357,southri,சௌத்ரி,சூர்தி
3358,japanin,ஜப்பானின்,ஜபனின்
3359,jappaanin,ஜப்பானின்,காப்பாணியன்
3360,japanai,ஜப்பானை,ஜபானை
3361,jappaanai,ஜப்பானை,கொப்பானை
3362,jaapaan,ஜப்பான்,ஜோபான்
3363,jaapan,ஜப்பான்,ஜாபன்
3364,japaan,ஜப்பான்,ஜபான்
3365,japan,ஜப்பான்,ஜபன்
3366,jappaan,ஜப்பான்,கொப்பான்
3367,jappan,ஜப்பான்,காப்பான்
3368,zaapaan,ஜப்பான்,ஜோபான்
3369,zaapan,ஜப்பான்,ஜோபான்
3370,zapaan,ஜப்பான்,ஜபான்
3371,zapan,ஜப்பான்,ஜபான்
3372,jappaar,ஜப்பார்,ஜப்பார்
3373,jaadhav,ஜாதவ்,ஜாட்ட
3374,jaathav,ஜாதவ்,ஜாட்ட
3375,jadav,ஜாதவ்,ஜடா
3376,jaanukku,ஜானுக்கு,ஜானுக்கு
3377,jhonukku,ஜானுக்கு,ஜோனுக்கு
3378,johnukku,ஜானுக்கு,ஜோங்கும்
3379,jaaliyan,ஜாலியன்,ஜாலியன்
3380,jaliyan,ஜாலியன்,ஆழிசன்
3381,jallian,ஜாலியன்,ஆல்லான்
3382,jolyan,ஜாலியன்,ஜோலியன்
3383,jeeva,ஜீவ,ஜீவா
3384,nathi,ஜீவ,நதி
3385,nati,ஜீவ,நாத்தி
3386,jeevaathmaa,ஜீவாத்மா,எய்வதன்
3387,jeevathma,ஜீவாத்மா,இயந்தக்
3388,jaed,ஜெட்,ஜெட்
3389,jaet,ஜெட்,ஜெட்
3390,jait,ஜெட்,ஜெட்
3391,jed,ஜெட்,ஜெட்
3392,jet,ஜெட்,ஜெட்
3393,jett,ஜெட்,ஜெட்
3394,zaet,ஜெட்,ஜெட்
3395,zait,ஜெட்,ஜெட்
3396,zed,ஜெட்,ஜெட்
3397,zet,ஜெட்,ஜெட்
3398,zett,ஜெட்,ஜெட்
3399,gen,ஜென்,கான்
3400,jaen,ஜென்,ஜான்
3401,jain,ஜென்,ஜான்
3402,jayn,ஜென்,ஜான்
3403,jeen,ஜென்,ஜீன்
3404,jen,ஜென்,ஜீன்
3405,jenn,ஜென்,ஜின்
3406,zain,ஜென்,ஜான்
3407,zayn,ஜென்,ஜான்
3408,zeen,ஜென்,ஜின்
3409,zen,ஜென்,ஜின்
3410,zenn,ஜென்,ஜின்
3411,jaennr,ஜென்னர்,ஜென்
3412,jener,ஜென்னர்,ஜெனிர்
3413,jennar,ஜென்னர்,ஜென்ரான்
3414,jenner,ஜென்னர்,ஜென்னர்
3415,zenner,ஜென்னர்,ஜென்ரின்
3416,jane,ஜேன்,ஜான்
3417,jean,ஜேன்,ஜீன்
3418,jen,ஜேன்,ஜீன்
3419,joordan,ஜோர்டான்,ஜூர்டன்
3420,jordaan,ஜோர்டான்,ஜோராத்
3421,jordan,ஜோர்டான்,ஜோராவன்
3422,jorddan,ஜோர்டான்,ஜோர்ட்டன்
3423,jurdan,ஜோர்டான்,ஜூர்டன்
3424,zoorann,ஜோர்டான்,ஜூர்னா
3425,zoordan,ஜோர்டான்,ஜூர்டன்
3426,zoorddan,ஜோர்டான்,ஜூர்ட்டான்
3427,zordan,ஜோர்டான்,ஜூர்டன்
3428,zorddan,ஜோர்டான்,ஜோர்ட்டன்
3429,joarthaan,ஜோர்தான்,ஜோராத்
3430,jordan,ஜோர்தான்,ஜோராவன்
3431,jorthaan,ஜோர்தான்,ஜோராதன்
3432,touff,டஃப்,டாப்
3433,tough,டஃப்,டாக்
3434,daglas,டக்ளஸ்,டாக்கலஸ்
3435,daklas,டக்ளஸ்,டாக்கலஸ்
3436,daklus,டக்ளஸ்,டாக்க
3437,douglas,டக்ளஸ்,தொக்களேஸ்
3438,douglass,டக்ளஸ்,தொக்களேஸ்
3439,douuglas,டக்ளஸ்,தொக்ளாஸ்
3440,douuglass,டக்ளஸ்,தொக்லாஸ்
3441,duglas,டக்ளஸ்,துக்ளாஸ்
3442,duglus,டக்ளஸ்,துக்ளிச்
3443,duuglas,டக்ளஸ்,துக்லாஸ்
3444,duugluus,டக்ளஸ்,துக்ளுச்
3445,taklas,டக்ளஸ்,டாக்கலஸ்
3446,taklash,டக்ளஸ்,தாக்கேஷ்
3447,taklus,டக்ளஸ்,தாக்கூசி
3448,darpoo,டர்போ,தர்பு
3449,tarbo,டர்போ,தர்பா
3450,tarboo,டர்போ,தர்பு
3451,turbau,டர்போ,துருட்
3452,turbo,டர்போ,துரூட்
3453,turboo,டர்போ,டார்ப்
3454,tuurbauu,டர்போ,துரோடு
3455,tuurbo,டர்போ,டூர்ப்
3456,daadaa,டாடா,டாடா
3457,taata,டாடா,டாட
3458,taataa,டாடா,டாடா
3459,taeta,டாடா,தேடா
3460,taetaa,டாடா,தேடா
3461,tata,டாடா,டாட
3462,tataa,டாடா,டாடா
3463,teta,டாடா,தேட
3464,tetaa,டாடா,தேடா
3465,dance,டான்ஸ்,டெங்ஸ்
3466,dans,டான்ஸ்,டென்ஸ்
3467,taans,டான்ஸ்,டான்ஸ்
3468,tains,டான்ஸ்,டென்ஸ்
3469,tans,டான்ஸ்,டென்ஸ்
3470,tens,டான்ஸ்,டென்ஸ்
3471,torch,டார்ச்,டோர்ஸ்
3472,daarvin,டார்வின்,டார்வின்
3473,daarwin,டார்வின்,டார்வின்
3474,darvin,டார்வின்,டார்ஜில்
3475,darvinn,டார்வின்,டார்வின்
3476,darvyn,டார்வின்,டார்ஜில்
3477,darwin,டார்வின்,டார்ஜில்
3478,darwinn,டார்வின்,டார்வீன்
3479,darwyn,டார்வின்,டார்ஜில்
3480,taarvin,டார்வின்,தார்வின்
3481,doon,டூன்,டன்
3482,dun,டூன்,டன்
3483,duun,டூன்,டன்
3484,toon,டூன்,டன்
3485,toonn,டூன்,டன்
3486,toun,டூன்,டான்
3487,touun,டூன்,டான்
3488,tun,டூன்,டன்
3489,tunn,டூன்,டன்
3490,tuun,டூன்,டன்
3491,decsaas,டெக்சாஸ்,டெஸ்கா
3492,teksaas,டெக்சாஸ்,தேசக
3493,texas,டெக்சாஸ்,டேக்ஸா
3494,daeevid,டேவிட்,டெய்விட்
3495,daevid,டேவிட்,டெவிட்
3496,daewid,டேவிட்,டெவிட்
3497,david,டேவிட்,டாவிட்
3498,davidd,டேவிட்,டாவிட்
3499,dawid,டேவிட்,டாவி்ட்
3500,dawidd,டேவிட்,டாவிட்
3501,deevid,டேவிட்,டெவி்
3502,devid,டேவிட்,டெவிட்
3503,dewid,டேவிட்,டெவிட்
3504,tevid,டேவிட்,டெவிட்
3505,davidson,டேவிட்சன்,டாக்தீன்
3506,dawidson,டேவிட்சன்,டாக்டியன்
3507,tevitsan,டேவிட்சன்,தேவிஸ்கான்
3508,daai,டை,டாய்
3509,daaii,டை,டாய்
3510,dae,டை,டே
3511,dai,டை,டே
3512,daie,டை,டே
3513,daiie,டை,டே
3514,dee,டை,டீ
3515,die,டை,டீ
3516,diie,டை,டீ
3517,dye,டை,டீ
3518,taai,டை,டாய்
3519,tae,டை,டே
3520,tai,டை,டே
3521,tie,டை,டீ
3522,daiddaniyam,டைட்டானியம்,டெட்டனியம்
3523,taitanium,டைட்டானியம்,தடினையும்
3524,taitaniuum,டைட்டானியம்,தடினையும்
3525,tetanium,டைட்டானியம்,தேட்டனைம்
3526,tietanium,டைட்டானியம்,தியாட்டினம்
3527,tietaniuum,டைட்டானியம்,தியாட்டினம்
3528,tightaniam,டைட்டானியம்,திக்தானியம்
3529,tiitanium,டைட்டானியம்,திட்டானியும்
3530,tiitaniuum,டைட்டானியம்,திடனியும்
3531,titaniam,டைட்டானியம்,திட்டானியம்
3532,titanium,டைட்டானியம்,திட்டானியம்
3533,titaniumm,டைட்டானியம்,திட்டானிமுக்கு
3534,titaniuum,டைட்டானியம்,திட்டானியும்
3535,titaniuumm,டைட்டானியம்,திட்டானியம்
