,inputs,targets,predictions
4111,thodarbuth,தொடர்புத்,தொடர்புத்
4112,thodarputh,தொடர்புத்,தொடர்புத்
4113,thodumpoothu,தொடும்போது,தொடும்போது
4114,thodumpothu,தொடும்போது,தொடும்போது
4115,thotumpothu,தொடும்போது,தொடும்போது
4116,thottu,தொட்டு,தொட்டு
4117,thotu,தொட்டு,தொடு
4118,tholainokki,தொலைநோக்கி,தொலைநோக்கி
4119,tholainookki,தொலைநோக்கி,தொலைநோக்கி
4120,tholainokkiyai,தொலைநோக்கியை,தொலைநோக்கியை
4121,tholainookkiyai,தொலைநோக்கியை,தொலைநோக்கியை
4122,tholaipaesi,தொலைபேசி,தொலைபேசி
4123,tholaipesi,தொலைபேசி,தொலைபெசி
4124,tholaipaesialil,தொலைபேசிகளில்,தொலைபேசியில்
4125,tholaipesigalil,தொலைபேசிகளில்,தொலைபெசிகளில்
4126,tholaipesikalil,தொலைபேசிகளில்,தொலைபேசிகளில்
4127,tholilin,தொழிலின்,தொழிலின்
4128,thozhilin,தொழிலின்,தொழிலின்
4129,tholilil,தொழிலில்,தொழிலில்
4130,thozhilil,தொழிலில்,தொழிலில்
4131,tholuthaar,தொழுதார்,தொழுத்தார்
4132,thozhuthaar,தொழுதார்,தொழுத்தார்
4133,tholumpoathu,தொழும்போது,தொழும்போது
4134,thozhumpoathu,தொழும்போது,தொழும்போது
4135,thozhumpoothu,தொழும்போது,தொழும்போது
4136,thozhumpothu,தொழும்போது,தொழும்போது
4137,thoandum,தோண்டும்,தோண்டும்
4138,thondum,தோண்டும்,தொண்டும்
4139,thoontum,தோண்டும்,தூண்டும்
4140,thondriya,தோன்றிய,தோன்றிய
4141,thontriya,தோன்றிய,தோன்றிய
4142,thoontriya,தோன்றிய,தோன்றிய
4143,thondriyadhaal,தோன்றியதால்,தோன்றியதால்
4144,thondriyathaal,தோன்றியதால்,தோன்றியதால்
4145,thontriyathal,தோன்றியதால்,தோன்றியதல்
4146,thoontriyathaal,தோன்றியதால்,தோன்றியதால்
4147,thondriyulladhu,தோன்றியுள்ளது,தோன்றியுள்ளது
4148,thondriyullathu,தோன்றியுள்ளது,தோன்றியுள்ளது
4149,thontriyulathu,தோன்றியுள்ளது,தோன்றியுள்ளது
4150,thoontriyullathu,தோன்றியுள்ளது,தோன்றியுள்ளது
4151,thoamas,தோமஸ்,தாமஸ்
4152,thomas,தோமஸ்,தாமஸ்
4153,dhoranai,தோரணை,தோரணை
4154,thoaranai,தோரணை,தோறணை
4155,thoarruvikka,தோற்றுவிக்க,தோற்றுவிக்க
4156,thoatruvikka,தோற்றுவிக்க,தோற்றுவிக்க
4157,thoattruvikka,தோற்றுவிக்க,தோற்றுவிக்க
4158,thoarruviththavar,தோற்றுவித்தவர்,தோற்றுவித்தவர்
4159,thoatruviththavar,தோற்றுவித்தவர்,தோற்றுவித்தவர்
4160,thoattruviththavar,தோற்றுவித்தவர்,தோற்றுவித்தவர்
4161,thoarruviththaar,தோற்றுவித்தார்,தோற்றுவித்தார்
4162,thoatruviththaar,தோற்றுவித்தார்,தோற்றுவித்தார்
4163,thoattruviththaar,தோற்றுவித்தார்,தோற்றுவித்தார்
4164,thoarruviththu,தோற்றுவித்து,தோற்றுவித்து
4165,thoatruviththu,தோற்றுவித்து,தோற்றுவித்து
4166,thoattruviththu,தோற்றுவித்து,தோற்றுவித்து
4167,thoalvikku,தோல்விக்கு,தோழ்விக்கு
4168,tholvikku,தோல்விக்கு,தொழிவிக்கு
4169,tholviku,தோல்விக்கு,தொழிவிக்கு
4170,thoolvikku,தோல்விக்கு,தொழ்விக்கு
4171,thoalvikkup,தோல்விக்குப்,தோழ்விக்குப்
4172,tholvikkup,தோல்விக்குப்,தொழிவிக்குப்
4173,tholvikup,தோல்விக்குப்,தொழிவிக்குப்
4174,thoolvikkup,தோல்விக்குப்,தொழ்விக்குப்
4175,thoalviyil,தோல்வியில்,தோல்வியில்
4176,thoalviyae,தோல்வியே,தோழ்வியே
4177,thoalviyaith,தோல்வியைத்,தொழ்வியைத்
4178,nagaraththaich,நகரத்தைச்,நகரத்தைச்
4179,nadakkiradhu,நடக்கிறது,நடக்கிறது
4180,nadakkirathu,நடக்கிறது,நடக்கிறது
4181,nadaiperaadha,நடைபெறாத,நடைபெறாத
4182,nadaiperaatha,நடைபெறாத,நடைபெறாத
4183,nadiperaadha,நடைபெறாத,நடிபெராத
4184,nadaiperaamal,நடைபெறாமல்,நடைபெறாமல்
4185,nadaiperuvadhai,நடைபெறுவதை,நடைபெறுவதை
4186,nadaiperuvathai,நடைபெறுவதை,நடைபெறுவதை
4187,moolaam,நதி,மூலாம்
4188,moolam,நதி,மூலம்
4189,mulam,நதி,முலம்
4190,nadhigalum,நதிகளும்,நதிகளும்
4191,nadhigazhum,நதிகளும்,நதிகளும்
4192,nadhikalum,நதிகளும்,நதிகளும்
4193,nathigalum,நதிகளும்,நதிகளும்
4194,nathikalum,நதிகளும்,நதிகளும்
4195,nadhik,நதிக்,நாதிக்
4196,nathik,நதிக்,நாதிக்
4197,nadhiyaana,நதியான,நாதியான
4198,nathiyaana,நதியான,நாதியான
4199,nadhiyilirunththu,நதியிலிருந்து,நதியிலிருந்து
4200,nadhiyilirunthu,நதியிலிருந்து,நதியிலிருந்து
4201,nathiyilirunthu,நதியிலிருந்து,நதியிலிருந்து
4202,nadhiyil,நதியில்,நதியில்
4203,nathiyil,நதியில்,நதியில்
4204,nadhiyaiyum,நதியையும்,நதியையும்
4205,nadiyaiyum,நதியையும்,நடியையும்
4206,nathiyaiyum,நதியையும்,நதியையும்
4207,naththam,நத்தம்,நத்தம்
4208,nanmai,நன்மை,நன்மை
4209,nannanmy,நன்மை,நன்னண்மி
4210,nanmaigalai,நன்மைகளை,நன்மைகளை
4211,nanmaigazhai,நன்மைகளை,நன்மைகளை
4212,nanmaikalai,நன்மைகளை,நன்மைகளை
4213,nanmaigalaip,நன்மைகளைப்,நன்மைகளைப்
4214,nanmaigazhaip,நன்மைகளைப்,நன்மைகளைப்
4215,nanmaikalaip,நன்மைகளைப்,நன்மைகளைப்
4216,nanmaigal,நன்மைகள்,நன்மைகள்
4217,nanmaikal,நன்மைகள்,நன்மைகள்
4218,nanmaikaka,நன்மைக்காக,நன்மைக்காக
4219,nanmaikkaaga,நன்மைக்காக,நன்மைக்காக
4220,nanmaikkaaka,நன்மைக்காக,நன்மைக்காக
4221,nanmaiyaaga,நன்மையாக,நன்மையாக
4222,nanmaiyaaka,நன்மையாக,நன்மையாக
4223,nanmaiyaka,நன்மையாக,நன்மையாக
4224,nanmaiyae,நன்மையே,நன்மையே
4225,nanmaiyaiye,நன்மையே,நன்மையை
4226,nanmaiyaiyee,நன்மையே,நன்மையையே
4227,nanmaiye,நன்மையே,நன்மையே
4228,nayathodu,நயத்தோடு,நயதோடு
4229,nayathotu,நயத்தோடு,நயதோடு
4230,nayaththoadu,நயத்தோடு,நயத்தோடு
4231,nayaththodu,நயத்தோடு,நயத்தொடு
4232,nayatthootu,நயத்தோடு,நயத்தோடு
4233,nayam,நயம்,நாயம்
4234,narachiman,நரசிம்மன்,நரசிமன்
4235,narachimman,நரசிம்மன்,நறசும்மன்
4236,narasimman,நரசிம்மன்,நரசிம்மன்
4237,narambugalai,நரம்புகளை,நரம்புகளை
4238,narambukalai,நரம்புகளை,நரம்புகளை
4239,narampukalai,நரம்புகளை,நரம்புகளை
4240,narambugal,நரம்புகள்,நரம்புகள்
4241,narambukal,நரம்புகள்,நரம்புகள்
4242,narampukal,நரம்புகள்,நரம்புகள்
4243,narpanbugal,நற்பண்புகள்,நற்பங்புகள்
4244,narpanbugazh,நற்பண்புகள்,நற்பங்புகள்
4245,narpanbukal,நற்பண்புகள்,நற்பங்கபுகள்
4246,narpanpukal,நற்பண்புகள்,நற்பங்குப்பல்
4247,nala,நல்ல,நல
4248,nalla,நல்ல,நல்ல
4249,vali,நல்ல,வாலி
4250,vazhi,நல்ல,வழி
4251,nallaar,நல்லார்,நல்லார்
4252,nalloar,நல்லோர்,நல்லோர்
4253,nalloor,நல்லோர்,நல்லூர்
4254,nalor,நல்லோர்,நல்லூர்
4255,nalan,நளன்,நலன்
4256,naliravu,நள்ளிரவு,நலிற்றவு
4257,nalliravu,நள்ளிரவு,நல்லிரவு
4258,nav,நவ,நாவ்
4259,nava,நவ,நாவா
4260,naw,நவ,நாம்
4261,nawa,நவ,நாவா
4262,noa,நவ,நோ
4263,nov,நவ,நோவ்
4264,now,நவ,நோவ்
4265,navachakthi,நவசக்தி,நவனக்தி
4266,navasakthi,நவசக்தி,நவனக்தி
4267,navashakthi,நவசக்தி,நவனக்தி
4268,navami,நவமி,நவமி
4269,navam,நவம்,நவம்
4270,naveenath,நவீனத்,நவிநாத்
4271,naveenaththuva,நவீனத்துவ,நவிந்துதவ
4272,naveenaththuvam,நவீனத்துவம்,நவிந்துதம்
4273,naveenam,நவீனம்,நவீனம்
4274,naveen,நவீன்,நவின்
4275,naviin,நவீன்,நவின்
4276,navin,நவீன்,நவின்
4277,naween,நவீன்,நவின்
4278,nawiin,நவீன்,நவின்
4279,nawin,நவீன்,நவின்
4280,naagareegangalil,நாகரீகங்களில்,நாகரீகங்களில்
4281,naagareegangazhil,நாகரீகங்களில்,நாகரீகங்களில்
4282,naagareeganggalil,நாகரீகங்களில்,நாகரீகங்களில்
4283,naagareegaththai,நாகரீகத்தை,நாகரீகத்தை
4284,naasaavin,நாசாவின்,நாசாவின்
4285,nasavin,நாசாவின்,நசவின்
4286,naasaavil,நாசாவில்,நாசாவில்
4287,nasavil,நாசாவில்,நசவில்
4288,naasi,நாசி,நாசி
4289,nasar,நாசிர்,நாசர்
4290,nasr,நாசிர்,நாசர்
4291,nasra,நாசிர்,நார
4292,naanchil,நாஞ்சில்,நான்சில்
4293,nanchil,நாஞ்சில்,நான்சில்
4294,nanjil,நாஞ்சில்,நஞ்சில்
4295,naadukadaththa,நாடுகடத்த,நாடுகடத்த
4296,naadukadattha,நாடுகடத்த,நாடுகடத்த
4297,naadukadaththappatta,நாடுகடத்தப்பட்ட,நாடுகடத்தப்பட்ட
4298,naadukadatthappatta,நாடுகடத்தப்பட்ட,நாடுகடத்தப்பட்ட
4299,naadoadi,நாடோடி,நாடோடி
4300,naadodi,நாடோடி,நாடோடி
4301,naadoodi,நாடோடி,நாடோடி
4302,naattavargal,நாட்டவர்கள்,நாட்டவர்கள்
4303,naattavargazh,நாட்டவர்கள்,நாட்டவர்கள்
4304,naattiya,நாட்டிய,நாட்டிய
4305,naattiyaththil,நாட்டியத்தில்,நாட்டியத்தில்
4306,naattiyap,நாட்டியப்,நாட்டியப்
4307,naana,நானா,நான
4308,naanaa,நானா,நானா
4309,nana,நானா,நானா
4310,nanaa,நானா,நானா
4311,naanooru,நானூறு,நானொரு
4312,naaraayanaaya,நாராயணாய,நாராயணையா
4313,narayanaya,நாராயணாய,நரையான
4314,naarpathu,நாற்பது,நாற்பது
4315,naarpathukkum,நாற்பதுக்கும்,நாற்பதுக்கும்
4316,naatraththai,நாற்றத்தை,நாற்றத்தை
4317,naattraththai,நாற்றத்தை,நாற்றத்தை
4318,nigara,நிகர,நிகர
4319,nikara,நிகர,நிகர
4320,nigalthagavu,நிகழ்தகவு,நிகழ்த்தாகவு
4321,nigazhthagavu,நிகழ்தகவு,நிகழ்த்தாகவு
4322,nikazhthakavu,நிகழ்தகவு,நிகழ்த்தகவு
4323,nigalththa,நிகழ்த்த,நிகழ்த்த
4324,nigazhththa,நிகழ்த்த,நிகழ்த்த
4325,nikazhththa,நிகழ்த்த,நிகழ்த்த
4326,nigalththappadum,நிகழ்த்தப்படும்,நிகழ்த்தப்படும்
4327,nigazhththappadum,நிகழ்த்தப்படும்,நிகழ்த்தப்படும்
4328,nikazhththappadum,நிகழ்த்தப்படும்,நிகழ்த்தப்படும்
4329,nigalvugalaal,நிகழ்வுகளால்,நிகழ்வுகளால்
4330,nigalvugazhaal,நிகழ்வுகளால்,நிகழ்வுகளால்
4331,nigazhvugalaal,நிகழ்வுகளால்,நிகழ்வுகளால்
4332,nikazhvukalaal,நிகழ்வுகளால்,நிகழ்வுகளால்
4333,nigalvugalin,நிகழ்வுகளின்,நிகழ்வுகளின்
4334,nigalvugazhin,நிகழ்வுகளின்,நிகழ்வுகளின்
4335,nigazhvugalin,நிகழ்வுகளின்,நிகழ்வுகளின்
4336,nikazhvukalin,நிகழ்வுகளின்,நிகழ்வுகளின்
4337,nigalvugalaip,நிகழ்வுகளைப்,நிகழ்வுகளைப்
4338,nigalvugazhaip,நிகழ்வுகளைப்,நிகழ்வுகளைப்
4339,nigazhvugalaip,நிகழ்வுகளைப்,நிகழ்வுகளைப்
4340,nikazhvukalaip,நிகழ்வுகளைப்,நிகழ்வுகளைப்
4341,nigalvugalaiyum,நிகழ்வுகளையும்,நிகழ்வுகளையும்
4342,nigalvugazhaiyum,நிகழ்வுகளையும்,நிகழ்வுகளையும்
4343,nigazhvugalaiyum,நிகழ்வுகளையும்,நிகழ்வுகளையும்
4344,nikazhvukalaiyum,நிகழ்வுகளையும்,நிகழ்வுகளையும்
4345,nigalvum,நிகழ்வும்,நிகழ்வும்
4346,nigazhvum,நிகழ்வும்,நிகழ்வும்
4347,nikazhvum,நிகழ்வும்,நிகழ்வும்
4348,nigalvai,நிகழ்வை,நிகழ்வை
4349,nigazhvai,நிகழ்வை,நிகழ்வை
4350,nikazhvai,நிகழ்வை,நிகழ்வை
4351,nigalvaip,நிகழ்வைப்,நிகழ்வைப்
4352,nigazhvai,நிகழ்வைப்,நிகழ்வை
4353,nigazhvaip,நிகழ்வைப்,நிகழ்வைப்
4354,nikazhvaip,நிகழ்வைப்,நிகழ்வைப்
4355,nigalvaiyum,நிகழ்வையும்,நிகழ்வையும்
4356,nigazhvaiyum,நிகழ்வையும்,நிகழ்வையும்
4357,nikazhvaiyum,நிகழ்வையும்,நிகழ்வையும்
4358,nicotin,நிகோடின்,நிக்கோட்டின்
4359,nicotine,நிகோடின்,நிகோட்டின்
4360,nikoatin,நிகோடின்,நிகோட்டின்
4361,nesan,நிசான்,நேசன்
4362,nessan,நிசான்,நேசன்
4363,nisaan,நிசான்,நிசான்
4364,nisan,நிசான்,நிசன்
4365,nissan,நிசான்,நிஸ்கன்
4366,nissann,நிசான்,நிஷன்
4367,ninaivaagavum,நினைவாகவும்,நினைவாகவும்
4368,ninaivaakavum,நினைவாகவும்,நினைவாகவும்
4369,niyamanam,நியமனம்,நியமணம்
4370,niyamika,நியமிக்க,நியாமிக்க
4371,niyamikka,நியமிக்க,நியமிக்க
4372,nirubar,நிருபர்,நிரூபர்
4373,nirupar,நிருபர்,நிறுதர்
4374,nirvagikka,நிர்வகிக்க,நிர்வாகிக்க
4375,nirvakikka,நிர்வகிக்க,நிர்வாகிக்க
4376,nirvagikkum,நிர்வகிக்கும்,நிர்வாகிக்கும்
4377,nirvakikkum,நிர்வகிக்கும்,நிர்வாகிக்கும்
4378,nirvaaga,நிர்வாக,நிர்வாக
4379,nirvaaka,நிர்வாக,நிர்வாக
4380,nirvaagak,நிர்வாகக்,நிர்வாகக்
4381,nirvaagangal,நிர்வாகங்கள்,நிர்வாகங்கள்
4382,nirvaaganggal,நிர்வாகங்கள்,நிர்வாகங்கள்
4383,nirvaagath,நிர்வாகத்,நிர்வாகத்
4384,nirvaagaththirkum,நிர்வாகத்திற்கும்,நிர்வாகத்திற்கும்
4385,nirvaagaththilum,நிர்வாகத்திலும்,நிர்வாகத்திலும்
4386,nirvaakaththilum,நிர்வாகத்திலும்,நிர்வாகத்திலும்
4387,nirvaagaththil,நிர்வாகத்தில்,நிர்வாகத்தில்
4388,nirvaagamum,நிர்வாகமும்,நிர்வாகமும்
4389,nirvaakamum,நிர்வாகமும்,நிர்வாகமும்
4390,nirvakamum,நிர்வாகமும்,நிர்வகமும்
4391,niraivurum,நிறைவுறும்,நிறைவுரும்
4392,nilak,நிலக்,நிலக்
4393,nilakkadalai,நிலக்கடலை,நிலக்கடலை
4394,nilainiruththa,நிலைநிறுத்த,நிலைந்துத்த
4395,nilainiruththik,நிலைநிறுத்திக்,நிலைந்துத்திக்
4396,nilainiruththum,நிலைநிறுத்தும்,நிலைந்துத்தும்
4397,nee,நீ,நை
4398,nii,நீ,நை
4399,neettik,நீட்டிக்,நீட்டிக்
4400,neettippu,நீட்டிப்பு,நீட்டிப்பு
4401,neethaan,நீதான்,நீதான்
4402,neethu,நீது,நீது
4403,neetu,நீது,நீடு
4404,neeyae,நீயே,நியே
4405,neeyea,நீயே,நீய
4406,neeraetram,நீரேற்றம்,நேரேட்ரம்
4407,neeraetrtram,நீரேற்றம்,நேரேற்றம்
4408,neereatram,நீரேற்றம்,நீரேட்ரம்
4409,neerai,நீரை,நீரை
4410,neeraith,நீரைத்,நீரைத்
4411,neeraip,நீரைப்,நேரைப்
4412,neeraiyum,நீரையும்,நீரையும்
4413,naro,நீரோ,நாரோ
4414,nearo,நீரோ,நேரோ
4415,neero,நீரோ,நீரோ
4416,neeroa,நீரோ,நீரோ
4417,neeroo,நீரோ,நீரோ
4418,nero,நீரோ,நேரோ
4419,neroo,நீரோ,நேரோ
4420,niiro,நீரோ,நிர்ஜோ
4421,niiroo,நீரோ,நிரூ
4422,niro,நீரோ,நிரோ
4423,niroo,நீரோ,நிரூ
4424,neeroadu,நீரோடு,நீரோடு
4425,neeroattanggal,நீரோட்டங்கள்,நீரோட்டங்கள்
4426,neeroattangkal,நீரோட்டங்கள்,நீரோட்டங்கள்
4427,neeroattankal,நீரோட்டங்கள்,நீரோட்டங்கள்
4428,neeroattaththin,நீரோட்டத்தின்,நீரூடத்தின்
4429,neeroattaththil,நீரோட்டத்தில்,நீரூடத்தில்
4430,neeroattam,நீரோட்டம்,நேரோட்டம்
4431,neerroattam,நீரோட்டம்,நேர்யோட்டம்
4432,neermattam,நீர்மட்டம்,நீர்மாட்டம்
4433,neervala,நீர்வள,நீர்வல
4434,neervalam,நீர்வளம்,நீர்வலம்
4435,nun,நுண்,நன்
4436,nunmai,நுண்மை,நுன்மை
4437,nuraiyeeralin,நுரையீரலின்,நுரையீலரின்
4438,nuraiyiiralin,நுரையீரலின்,நுரையிரலின்
4439,nuraiyeeralil,நுரையீரலில்,நுரையீலரில்
4440,nuraiyiiralil,நுரையீரலில்,நுரையிரலில்
4441,nuraiyeeral,நுரையீரல்,நுரையீலாக்
4442,nuraiyiiral,நுரையீரல்,நுரையிரல்
4443,nulainththa,நுழைந்த,நுழைந்த
4444,nuzhaindha,நுழைந்த,நுழைந்த
4445,nuzhinththa,நுழைந்த,நுழைந்த
4446,nulainthathaal,நுழைந்ததால்,நுழைத்தால்
4447,nuzhaindhadhaal,நுழைந்ததால்,நுழைந்தால்
4448,nuzhinththathaal,நுழைந்ததால்,நுழைந்தால்
4449,nulainthathu,நுழைந்தது,நுழைத்து
4450,nuzhaindhadhu,நுழைந்தது,நுழைந்தது
4451,nuzhinththathu,நுழைந்தது,நுழைந்தது
4452,nulainththathum,நுழைந்ததும்,நுழைந்தும்
4453,nuzhaindhadhum,நுழைந்ததும்,நுழைந்ததும்
4454,nuzhinththathum,நுழைந்ததும்,நுழைந்ததும்
4455,nulainthana,நுழைந்தன,நுழைந்தன
4456,nuzhaindhana,நுழைந்தன,நுழைந்தன
4457,nuzhinththana,நுழைந்தன,நுழைந்தன
4458,nulainththanar,நுழைந்தனர்,நுழைந்தனர்
4459,nuzhaindhanar,நுழைந்தனர்,நுழைந்தனர்
4460,nuzhinththanar,நுழைந்தனர்,நுழந்தனர்
4461,nulainthapoathu,நுழைந்தபோது,நுழைந்தபோது
4462,nuzhaindhapoadhu,நுழைந்தபோது,நுழைந்தபோது
4463,nuzhinththapoathu,நுழைந்தபோது,நுழிந்தபோது
4464,nulainththaar,நுழைந்தார்,நுழைந்தார்
4465,nuzhaindhaar,நுழைந்தார்,நுழைந்தார்
4466,nuzhinththaar,நுழைந்தார்,நுழைந்தார்
4467,nootriyettu,நூற்றியெட்டு,நூற்றியிட்டு
4468,nootrtriyettu,நூற்றியெட்டு,நூற்றியிட்டு
4469,noottriyettu,நூற்றியெட்டு,நூற்றியேட்டு
4470,noolaga,நூலக,நூலாக
4471,noolaka,நூலக,நூலாக
4472,noolagangalil,நூலகங்களில்,நூலகங்களில்
4473,noolagangkalil,நூலகங்களில்,நூலகங்களில்
4474,noolakangalil,நூலகங்களில்,நூலகங்களில்
4475,noolakangkalil,நூலகங்களில்,நூலகங்களில்
4476,noolagangal,நூலகங்கள்,நூலகங்கள்
4477,noolagangkal,நூலகங்கள்,நூலகங்கள்
4478,noolakangal,நூலகங்கள்,நூலகங்கள்
4479,noolakangkal,நூலகங்கள்,நூலகங்கள்
4480,noolagath,நூலகத்,நூலகத்
4481,noolakath,நூலகத்,நூலாத்
4482,noolagaththirku,நூலகத்திற்கு,நூல்பாத்திற்கு
4483,noolakaththirkku,நூலகத்திற்கு,நூல்பாத்திற்கு
4484,noolakaththirku,நூலகத்திற்கு,நூல்பாத்திற்கு
4485,noolagaththil,நூலகத்தில்,நூலத்தில்
4486,noolakaththil,நூலகத்தில்,நூலத்தில்
4487,noolagaththai,நூலகத்தை,நூலத்தை
4488,noolakaththai,நூலகத்தை,நூலத்தை
4489,noolagamum,நூலகமும்,நூலகமும்
4490,noolakamum,நூலகமும்,நூலகமும்
4491,noolum,நூலும்,நூலும்
4492,noolae,நூலே,நூலே
4493,noole,நூலே,நூல
4494,neduncheralathan,நெடுஞ்சேரலாதன்,நெடுந்சேரலதன்
4495,nedunjchaeralaathan,நெடுஞ்சேரலாதன்,நெடுஞ்சேரலாயன்
4496,nedunjeralaadhan,நெடுஞ்சேரலாதன்,நெடுஞ்செராலாதன்
4497,nedunjeralaathan,நெடுஞ்சேரலாதன்,நெடுஞ்செராலாதன்
4498,nerippaduththum,நெறிப்படுத்தும்,நேரிப்படுத்தும்
4499,nerri,நெற்றி,நேரி
4500,netri,நெற்றி,நைட்ரி
4501,nettri,நெற்றி,நெட்ரி
4502,netrip,நெற்றிப்,நெட்ரிப்
4503,nettrip,நெற்றிப்,நெட்ரிப்
4504,nelsan,நெல்சன்,நைலன்
4505,nelson,நெல்சன்,நெல்சன்
4506,naeyargal,நேயர்கள்,நேயர்கள்
4507,neyargal,நேயர்கள்,நேயர்கள்
4508,neyarkal,நேயர்கள்,நேயர்கள்
4509,neerittathu,நேரிட்டது,நீரிட்டது
4510,neritathu,நேரிட்டது,நேரிடது
4511,nerittadhu,நேரிட்டது,நேரிட்டது
4512,nerittathu,நேரிட்டது,நேரிட்டது
4513,neerittaal,நேரிட்டால்,நீரிட்டால்
4514,nerital,நேரிட்டால்,நேரிடல்
4515,nerittaal,நேரிட்டால்,நேரிட்டால்
4516,naooyda,நொய்டா,அருடி
4517,noida,நொய்டா,நோட்ட
4518,noidaa,நொய்டா,நோட்டா
4519,noyda,நொய்டா,நோட்ட
4520,noyta,நொய்டா,நோட்ட
4521,noytaa,நொய்டா,நோட்டா
4522,noakki,நோக்கி,நோக்கி
4523,nokki,நோக்கி,நோக்கி
4524,noakkith,நோக்கித்,நோக்கித்
4525,nokip,நோக்கிப்,நோகிப்
4526,nokkip,நோக்கிப்,நோக்கிப்
4527,nookkip,நோக்கிப்,நோக்கிப்
4528,nokiye,நோக்கியே,நோக்கியே
4529,nokkiye,நோக்கியே,நோக்கியே
4530,nookkiyee,நோக்கியே,நோக்கியே
4531,nokil,நோக்கில்,நோக்கில்
4532,nokkil,நோக்கில்,நோக்கில்
4533,nookkil,நோக்கில்,நோக்கில்
4534,nooyinai,நோயினை,நோயினை
4535,noyinai,நோயினை,தொறி
4536,noaiththotru,நோய்த்தொற்று,நோய்த்தொரு
4537,noayththotru,நோய்த்தொற்று,நோய்த்தொரு
4538,noiththottru,நோய்த்தொற்று,நோயத்தொற்று
4539,pagadai,பகடை,பகடை
4540,pakadai,பகடை,பகடை
4541,baka,பகா,பாக்கா
4542,bakaa,பகா,பாக்
4543,bhaga,பகா,பாக
4544,pakaa,பகா,பக்கா
4545,bhageerathan,பகீரதன்,பாகரதன்
4546,pakeerathan,பகீரதன்,பாகிராதன்
4547,pakiirathan,பகீரதன்,பாகிரதன்
4548,pakirathan,பகீரதன்,பாகிறதன்
4549,paguthiyaith,பகுதியைத்,பகுதியைத்
4550,pakuthiyaith,பகுதியைத்,பகுதியைத்
4551,paguppaaivu,பகுப்பாய்வு,பகுப்பாவு
4552,paguppaayvu,பகுப்பாய்வு,பகுப்பாய்வு
4553,pakuppaaivu,பகுப்பாய்வு,பகுப்பாவு
4554,pangkuthaarar,பங்குதாரர்,பங்குதாரர்
4555,panguthaarar,பங்குதாரர்,பங்குதாரர்
4556,pankuthaarar,பங்குதாரர்,பங்குதாரர்
4557,pankutharar,பங்குதாரர்,பங்குதரர்
4558,panguthaarargalaaga,பங்குதாரர்களாக,பங்குதாரர்களாக
4559,panguthaararkalaaka,பங்குதாரர்களாக,பங்குதாரர்களாக
4560,panguthararkalaka,பங்குதாரர்களாக,பங்குதரர்களாக
4561,pankuthaararkalaaka,பங்குதாரர்களாக,பங்குதாரர்களாக
4562,bangkuthaararkalin,பங்குதாரர்களின்,பங்குதாரர்களின்
4563,panguthaarargalin,பங்குதாரர்களின்,பங்குதாரர்களின்
4564,pankuthaararkalin,பங்குதாரர்களின்,பங்குதாரர்களின்
4565,pankuthararkalin,பங்குதாரர்களின்,பங்குதரற்களின்
4566,bangkuthaararkal,பங்குதாரர்கள்,பங்குதார்கள்
4567,panguthaarargal,பங்குதாரர்கள்,பங்குதார்கள்
4568,pankuthaararkal,பங்குதாரர்கள்,பங்குதார்கள்
4569,pankuthararkal,பங்குதாரர்கள்,பங்குதரற்கள்
4570,pasukkalin,பசுக்களின்,பசுக்களின்
4571,pasukkazhin,பசுக்களின்,பசுக்களின்
4572,pasukkalil,பசுக்களில்,பசுக்களில்
4573,pasukkazhil,பசுக்களில்,பசுக்களில்
4574,pasukkal,பசுக்கள்,பசுக்கள்
4575,padangalin,படங்களின்,படங்களின்
4576,padangkalin,படங்களின்,படங்களின்
4577,pandangalin,படங்களின்,பண்டங்களின்
4578,padangalilum,படங்களிலும்,படங்களிலும்
4579,padangkalilum,படங்களிலும்,படங்களிலும்
4580,pandangalilum,படங்களிலும்,பண்டங்களிலும்
4581,padangalukkum,படங்களுக்கும்,படங்களுக்கும்
4582,padanggalukkum,படங்களுக்கும்,படங்களுக்கும்
4583,padangaludan,படங்களுடன்,படங்களுடன்
4584,padanggaludan,படங்களுடன்,பாடங்களுடன்
4585,padappidippu,படப்பிடிப்பு,படப்பிடிப்பு
4586,padappidippugal,படப்பிடிப்புகள்,படப்பிடிப்புகள்
4587,padappidippukal,படப்பிடிப்புகள்,படப்பிடிப்புகள்
4588,padarndhu,படர்ந்து,படர்ந்து
4589,padarnththu,படர்ந்து,படர்ந்து
4590,padarnthu,படர்ந்து,படர்ந்து
4591,padala,படல,பாடல்
4592,padalangal,படலங்கள்,பாடலங்கள்
4593,padalankal,படலங்கள்,பாடலங்கள்
4594,padalaththil,படலத்தில்,படலத்தில்
4595,padigalin,படிகளின்,படிகளின்
4596,padikalin,படிகளின்,படிகளின்
4597,padigal,படிகள்,படிகள்
4598,padikal,படிகள்,படிகள்
4599,padikku,படிக்கு,படிக்கு
4600,poluthu,படிக்கும்,இருந்த
4601,polutu,படிக்கும்,இருந்த
4602,pozhuthu,படிக்கும்,இருந்த
4603,padidhal,படிதல்,படிதல்
4604,padithal,படிதல்,படிதல்
4605,padinilai,படிநிலை,படிநிலை
4606,padinilaigalil,படிநிலைகளில்,படினிலைகளில்
4607,padinilaikalil,படிநிலைகளில்,படினிலைகளில்
4608,padipai,படிப்பை,படிப்பை
4609,padippai,படிப்பை,படிப்பை
